"name","address","city","state","zip_code","latitude","longitude","rating","review_count","is_open","categories"
"Fresh Gulf Seafood","2528 S 24th St","Philadelphia","PA","19145",39.920544,-75.188066,4,32,1,"Seafood, Restaurants, Distilleries, Farmers Market, Food"
"7-Eleven","1912 Liacouras Walk","Philadelphia","PA","19122",39.9820199478,-75.1560544968,4,5,1,"Coffee & Tea, Food, Convenience Stores"
"Zio Pizza Palace & Grill","157 N 9th St","Philadelphia","PA","19107",39.955065,-75.1541846,4,43,1,"Fast Food, Italian, Vegetarian, Burgers, Vegan, Restaurants, Pizza, Chicken Wings"
"Authentic LanZhou Handpulled Noodles","935 Arch St","Philadelphia","PA","19107",39.9536866,-75.1561742,3.5,32,1,"Noodles, Restaurants"
"Ralphs Italian Restaurant","760 S 9th St","Philadelphia","PA","19147",39.9400584,-75.1578655,3.5,653,1,"Restaurants, Italian"
"Cucina Zapata","S 31st & Ludlow St","Philadelphia","PA","19104",39.9542886,-75.1855377,4.5,248,1,"Thai, Food Stands, Restaurants, Mexican"
"Valerio Coffee Roasters","4373 Main St","Philadelphia","PA","19127",40.0252890632,-75.2227872271,4,34,1,"Coffee & Tea, Bagels, Food, Breakfast & Brunch, Restaurants"
"In the Valley","1615 E Passyunk Ave","Philadelphia","PA","19148",39.929453,-75.1636243,4,73,1,"Nightlife, Restaurants, Wine Bars, Bars, Tapas/Small Plates, Cocktail Bars, American (New)"
"El Guero  Mexican Food Truck","1256 W Montgomery Ave","Philadelphia","PA","19122",39.9797909,-75.1546781,5,7,1,"Restaurants, Mexican"
"Shing Kee","600 Washington Ave, Ste 18 A","Philadelphia","PA","19147",39.9346322655,-75.1551747608,4,84,1,"Noodles, Chinese, Restaurants, Soup"
"DK Sushi","3401 Walnut St","Philadelphia","PA","19104",39.9531984523,-75.1928739332,3.5,30,1,"Sushi Bars, Japanese, Restaurants"
"The Post","129 S 30th St","Philadelphia","PA","19104",39.9524469799,-75.1836892962,4,46,1,"Bars, Nightlife, Arts & Entertainment, Restaurants, Arcades, Beer Bar, Cocktail Bars, Burgers, Chicken Wings"
"Fortune Chinese Restaurant","1828 S St","Philadelphia","PA","19146",39.9444060526,-75.1728806172,3.5,87,1,"Chinese, Restaurants"
"Uptown Grill Breakfast","38 S 60th St","Philadelphia","PA","19139",39.9609427,-75.2412374,4,10,1,"Restaurants, American (New)"
"Cold Stone Creamery","2530 Aramingo Ave","Philadelphia","PA","19125",39.9781891509,-75.1193685896,3.5,24,1,"Ice Cream & Frozen Yogurt, Food, Custom Cakes, Cupcakes"
"Cappuccio's Meats","1019 S 9th St","Philadelphia","PA","19147",39.9370969,-75.1580723,4,45,1,"Food, Meat Shops, Specialty Food"
"Non Stop Pizza & Grille","6601 Hegerman St","Philadelphia","PA","19135",40.022248,-75.0472798,3.5,13,1,"Restaurants, Pizza"
"Frank's Spaghetti House","7602 Castor Ave","Philadelphia","PA","19152",40.056184,-75.061858,3.5,43,1,"Italian, Restaurants, Bars, Wine Bars, American (New), Nightlife"
"The Jiu Jitsu Company","31 S 2nd St, Fl 2","Philadelphia","PA","19106",39.949049,-75.143627,5,6,1,"Brazilian Jiu-jitsu, Active Life, Kids Activities, Sports Clubs, Martial Arts, Fitness & Instruction"
"Solly Pizza","8108 Bustleton Ave","Philadelphia","PA","19152",40.0618594,-75.0520111,4,40,1,"Restaurants, Pizza"
"The Centurion Lounge","Terminal A West, near Gate A14","Philadelphia","PA","19153",39.8752249002,-75.2477547773,3.5,88,1,"Airport Lounges, Bars, Nightlife"
"Fabio's Chicken Restaurant Takeout","4805 N Front St","Philadelphia","PA","19120",40.0232879,-75.1237642,4.5,14,1,"Latin American, Restaurants, Chicken Wings"
"Parada Maimon","345 N 12th St","Philadelphia","PA","19107",39.9590025431,-75.1582302558,4.5,202,1,"Latin American, Caribbean, Dominican, Mexican, Restaurants"
"DoDo Bakery","2653 S 11th St","Philadelphia","PA","19148",39.9163107,-75.1659042976,4.5,12,1,"Coffee & Tea, Bubble Tea, Custom Cakes, Bakeries, Food"
"The Bar by Bluebird Distilling at the Bourse","111 S Independence Mall E","Philadelphia","PA","19106",39.9497563,-75.1480623,4,14,1,"Cocktail Bars, Bars, Nightlife"
"Goree","5514 Rising Sun Ave","Philadelphia","PA","19120",40.0334671,-75.1159524,3.5,19,1,"Imported Food, Specialty Food, Food, Ethnic Food, Restaurants, Halal, Senegalese, African"
"Trattoria Carina","2201 Spruce St","Philadelphia","PA","19103",39.9488052,-75.1779537,4.5,213,1,"Restaurants, American (Traditional), Italian"
"Al's Italiano Pizzeria & Ristorante","8202 Roosevelt Blvd","Philadelphia","PA","19152",40.0605711,-75.0448466,3.5,23,1,"Delis, Sandwiches, Restaurants, Pizza, Desserts, Italian, Food"
"Weavers Way Co-Op","559 Carpenter Ln","Philadelphia","PA","19119",40.0465949,-75.1960823,4.5,54,1,"Pets, Cheese Shops, Health Markets, Grocery, Food, Specialty Food"
"Lee's Breakfast","3152 N Broad St","Philadelphia","PA","19132",40.0014002,-75.153227,4,10,1,"Breakfast & Brunch, Restaurants"
"Coco's Cookies & Creamery","3632 Powelton Ave","Philadelphia","PA","19104",39.959605,-75.1950971,4.5,13,1,"Ice Cream & Frozen Yogurt, Food, Pretzels, Shaved Ice, Desserts, Patisserie/Cake Shop"
"Boricua Restaurant","1149 N 3rd St","Philadelphia","PA","19123",39.968903,-75.141464,5,31,1,"Caribbean, Spanish, Puerto Rican, Latin American, Restaurants"
"Bonks Bar","3467 Richmond St","Philadelphia","PA","19134",39.9863915,-75.0943523,4,35,1,"Seafood, Nightlife, Bars, American (Traditional), Restaurants"
"Master Wok","1934 Liacouras Walk","Philadelphia","PA","19122",39.982461,-75.156031,3.5,9,1,"Chinese, Restaurants"
"Three Elements","2501 N 2nd St","Philadelphia","PA","19133",39.9883801,-75.1351888,4.5,5,1,"Nightlife, Bars"
"Tandoori Of India","1100 Jackson St","Philadelphia","PA","19148",39.922337,-75.164854,4,71,1,"Indian, Venues & Event Spaces, Desserts, Food, Salad, Halal, Event Planning & Services, Restaurants"
"Jeni's Splendid Ice Creams","1322 Frankford Ave, Unit  101","Philadelphia","PA","19125",39.9708619,-75.134813,4,16,1,"Desserts, Ice Cream & Frozen Yogurt, Food"
"Ace of Steaks","3020 S Broad St","Philadelphia","PA","19145",39.9126407143,-75.1728923991,4.5,31,1,"Restaurants, Cheesesteaks, Sandwiches, Burgers"
"La Colombe Coffee","130 S 19th St","Philadelphia","PA","19103",39.9506099,-75.172368,4,614,1,"Restaurants, Food, Coffee & Tea"
"Red Owl Tavern","433 Chestnut St","Philadelphia","PA","19106",39.9492805,-75.1489288,3.5,618,1,"Breakfast & Brunch, American (New), Restaurants"
"Mike's Hot Dog Cart","24th & Passyunk Ave","Philadelphia","PA","19146",39.9223806,-75.1869289,5,22,1,"Food Stands, Restaurants"
"Claudio's Specialty Foods","924-26 S 9th St","Philadelphia","PA","19147",39.9381953,-75.1582206,4.5,148,1,"Food, Cheese Shops, Specialty Food, Meat Shops"
"Ricky Cafe","2-4 N 32nd St","Philadelphia","PA","19104",39.9555927735,-75.1885843277,4,5,1,"American (New), Sandwiches, Food, Restaurants, Street Vendors, Breakfast & Brunch"
"Philly's Finest Pizza","7962 Dungan Rd","Philadelphia","PA","19111",40.0681765,-75.068702,4.5,23,1,"Restaurants, Pizza"
"MexiCali","38th & Walnut","Philadelphia","PA","19104",39.954940073,-75.2023024894,4.5,50,1,"Mexican, Food Trucks, Restaurants, Food"
"7-Eleven","226 W Rittenhouse Square","Philadelphia","PA","19103",39.9492424097,-75.1739857577,3.5,15,1,"Coffee & Tea, Food, Convenience Stores"
"Tsaocaa & sushi corner","1042 South St","Philadelphia","PA","19147",39.942847,-75.159885,4,23,1,"Food, Bubble Tea"
"Justin's Snack Corner","601 S 52nd St","Philadelphia","PA","19143",39.9502962,-75.2266546,4.5,7,1,"Burgers, Restaurants, Steakhouses, Breakfast & Brunch"
"La Marqueza - Food Truck","Spring Garden St","Philadelphia","PA","19130",39.9610084469,-75.1666989129,4.5,23,1,"Mexican, Breakfast & Brunch, Food Trucks, Street Vendors, Restaurants, Food Stands, Food"
"Tabu Lounge & Sports Bar","254 S 12th St","Philadelphia","PA","19107",39.947086,-75.161151,3.5,121,1,"Nightlife, Bars, Lounges, Sports Bars, Gay Bars"
"Otolith Sustainable Seafood","2133 Huntingdon St","Philadelphia","PA","19125",39.9842403,-75.123013,5,10,1,"Seafood Markets, Specialty Food, Restaurants, Food, Seafood, Grocery"
"Ippolito's Seafood","3400 S Lawrence St","Philadelphia","PA","19148",39.9049727,-75.1588247,4,101,1,"Food, Grocery, Specialty Food, Sandwiches, American (Traditional), Butcher, Fish & Chips, Seafood Markets, Restaurants, Seafood, Salad"
"TyeMeka's Soul Food","5920 Germantown Ave","Philadelphia","PA","19144",40.0381549,-75.1769466,3.5,27,1,"Restaurants, Soul Food"
"Penang","117 N 10th St","Philadelphia","PA","19107",39.954044,-75.15598,3.5,1112,1,"Malaysian, Asian Fusion, Cambodian, Chinese, Restaurants, Thai"
"Admirals Club PHL Terminal F","8000 Essington Ave","Philadelphia","PA","19153",39.880694,-75.23737,4,10,1,"Bars, Nightlife, Airport Lounges"
"Mommy Telly's Famous BBQ","23 N 33rd St","Philadelphia","PA","19104",39.9565322,-75.1891783,5,14,1,"Food, Food Trucks, Barbeque, Restaurants, Filipino"
"HipCityVeg","127 S 18th St","Philadelphia","PA","19103",39.950774,-75.170397,4,1082,1,"Burgers, Vegetarian, Restaurants, Vegan"
"Foods On First","1429 Arch St","Philadelphia","PA","19102",39.954879,-75.1644704,3.5,96,1,"Sandwiches, Cheesesteaks, Restaurants, Event Planning & Services, Diners, Caterers, American (Traditional), Breakfast & Brunch"
"African Small Pot","6505 Woodland Ave","Philadelphia","PA","19142",39.9255169287,-75.2345210196,4,49,1,"Restaurants, Senegalese, African"
"Marrakesh","517 S Leithgow St","Philadelphia","PA","19147",39.9420436,-75.1495102,4.5,659,1,"Restaurants, Mediterranean, Moroccan"
"Dirty Franks","347 S 13th St","Philadelphia","PA","19107",39.9453923,-75.1627698,3.5,290,1,"Arts & Entertainment, Bars, Jazz & Blues, Dive Bars, Nightlife"
"Chickie's & Pete's","1526 Packer Ave","Philadelphia","PA","19145",39.9114175,-75.1745111,3.5,590,1,"Seafood, Nightlife, Sports Bars, Bars, Restaurants, American (New)"
"El Camino Real","1040 N 2nd St","Philadelphia","PA","19123",39.9673004,-75.1403984,3.5,1014,1,"Mexican, Tex-Mex, Restaurants, Barbeque"
"PrimoHoagies","128 S 11th St","Philadelphia","PA","19107",39.949216187,-75.1590522333,3.5,65,1,"Italian, Sandwiches, Restaurants"
"Capital Beer","2661 E Cumberland St","Philadelphia","PA","19125",39.976126,-75.119234,3.5,75,1,"Chinese, Restaurants, Sushi Bars"
"Rose's Water Ice","4240 Pechin St","Philadelphia","PA","19128",40.0281725,-75.2151447,4.5,30,1,"Grocery, Food, Specialty Food"
"King's Garden","8225 Germantown Ave","Philadelphia","PA","19118",40.074311,-75.202909,3.5,83,1,"Chinese, Cantonese, Restaurants, Beer, Wine & Spirits, Food"
"Khyber Pass Pub","56 S 2nd St","Philadelphia","PA","19106",39.9486423,-75.1441173,4,845,1,"Restaurants, American (Traditional), Bars, Pubs, Nightlife, Gastropubs"
"Lee How Fook","219 N 11th St","Philadelphia","PA","19107",39.9562631,-75.1570795,4,231,1,"Dim Sum, Restaurants, Cantonese, Chinese"
"Spice Finch","220 S 17th St","Philadelphia","PA","19103",39.9493776356,-75.169540979,4.5,325,1,"Breakfast & Brunch, Restaurants, Mediterranean"
"Village Whiskey","118 S 20th St","Philadelphia","PA","19103",39.9514165949,-75.1737677917,4,1553,1,"Bars, Nightlife, Whiskey Bars, Burgers, Restaurants, American (New)"
"Tsaocaa","4415 Main St","Philadelphia","PA","19127",40.026369,-75.2251847,4.5,53,1,"Ice Cream & Frozen Yogurt, Restaurants, Chicken Wings, Food, Bubble Tea"
"Top Tomato Bar & Pizza","116 S 11th St","Philadelphia","PA","19107",39.9495688,-75.1589615,3.5,232,1,"Pizza, Breakfast & Brunch, Nightlife, Sandwiches, Italian, Restaurants, Cheesesteaks, Food Delivery Services, Cocktail Bars, Sports Bars, Food, Bars"
"Bold Coffee Bar","1623 Ridge Ave","Philadelphia","PA","19130",39.9699772,-75.1639247,5,28,1,"Coffee & Tea, Food, Cafes, Restaurants"
"Bridesburg Pizza","4776 Richmond St","Philadelphia","PA","19137",40.0016758779,-75.0653133347,3.5,18,1,"Pizza, Restaurants"
"SPOT Gourmet Burgers","2821 W Girard Ave","Philadelphia","PA","19130",39.9747101233,-75.1825701445,4.5,282,1,"Restaurants, Food, Cheesesteaks, Food Trucks, Burgers"
"Starbucks","57-63 North Third St","Philadelphia","PA","19106",39.952062,-75.1451409228,3.5,63,1,"Coffee & Tea, Food"
"Federal Donuts","21 S 12th St","Philadelphia","PA","19107",39.951007,-75.159898,4.5,51,1,"Restaurants, Chicken Shop, Donuts, Food, Coffee & Tea"
"Sid Booker's Shrimp","4600 N Broad St","Philadelphia","PA","19140",40.0233829,-75.1483587,3.5,59,1,"Restaurants, Food, Seafood"
"Punch Buggy Brewing","1445 N American St","Philadelphia","PA","19122",39.9736435923,-75.1395907626,4,24,1,"Breweries, Brewpubs, Food, Hot Dogs, Restaurants, Sandwiches"
"Urban Village Brewing Co","1001 N 2nd St","Philadelphia","PA","19123",39.9667,-75.13997,4,221,1,"American (New), Bars, Food, Pubs, Breweries, Pizza, Restaurants, Nightlife"
"Pizzeria Vetri","1939 Callowhill St","Philadelphia","PA","19130",39.960888,-75.171213,4,651,1,"Italian, Pizza, Restaurants, Salad"
"Lemoncello Restaurant Philly","4903 N 5th St","Philadelphia","PA","19120",40.0258777,-75.1325899,4.5,6,1,"Latin American, Colombian, Restaurants"
"The Cow and The Curd","2210 Cottman Ave","Philadelphia","PA","19149",40.0487537,-75.062078,4,117,1,"Food, Food Trucks"
"Essene Market & Café","719 S 4th St","Philadelphia","PA","19147",39.9399804,-75.1492562,3.5,149,1,"Restaurants, Food, Vegetarian, Organic Stores, Health Markets, Bakeries, Specialty Food, Grocery"
"Mac Mart","104 South 18th St","Philadelphia","PA","19103",39.9514489,-75.1705213,4,321,1,"American (Traditional), Restaurants, American (New)"
"Wishbone","4034 Walnut St","Philadelphia","PA","19104",39.9539029,-75.204325,3.5,191,1,"Thai, Restaurants, Coffee & Tea, Chicken Wings, Comfort Food, Food, Specialty Food, American (New), Chicken Shop"
"SALERNO'S Ristorante & Pizzeria","6500-02 Rising Sun Ave","Philadelphia","PA","19111",40.0512797,-75.0943052,4,44,1,"Pizza, Restaurants, Italian"
"Rittenhouse Grill","1701 Locust St","Philadelphia","PA","19103",39.9489487,-75.1695317,3.5,290,1,"Wine Bars, Restaurants, Nightlife, Steakhouses, Seafood, Bars"
"Octopus Falafel Truck","20th & Ludlow St","Philadelphia","PA","19103",39.952932,-75.173293,4.5,420,1,"Food Trucks, Falafel, Food Stands, Food, Mediterranean, Restaurants, Middle Eastern"
"Bourbon & Branch","705 N 2nd St","Philadelphia","PA","19123",39.96207,-75.14104,4,392,1,"Bars, American (Traditional), Breakfast & Brunch, Music Venues, Arts & Entertainment, Nightlife, Restaurants"
"Pasqually's Pizza","200 S 43rd St","Philadelphia","PA","19104",39.9545323,-75.2089392,4,96,1,"Italian, Food Delivery Services, Beverage Store, Food, Pizza, Restaurants, Beer, Wine & Spirits"
"Chai Hong Market","2200 S 7th St","Philadelphia","PA","19148",39.921571,-75.1586309,4,5,1,"Ethnic Food, Specialty Food, Imported Food, Grocery, Food"
"Moy Fong Restaurant","7411 Stenton Ave","Philadelphia","PA","19150",40.0608409,-75.1672091,3.5,25,1,"Restaurants, Chinese"
"Convenient Food Mart","1326 Spruce St","Philadelphia","PA","19107",39.946666,-75.163993,4.5,12,1,"Delis, Nightlife, Food, Beer Bar, Convenience Stores, Bars, Restaurants"
"Blazin Flavorz","2406 Germantown Ave","Philadelphia","PA","19133",39.9881756049,-75.146304667,4.5,15,1,"Pretzels, Ice Cream & Frozen Yogurt, Food, Desserts"
"Boom Buns","6649 Castor Ave","Philadelphia","PA","19149",40.0428555,-75.0737309,4.5,25,1,"Dim Sum, Noodles, Restaurants, Food, Cantonese, Chinese, Asian Fusion"
"Pitruco Pizza Franklin's Table","3401 Walnut St","Philadelphia","PA","19104",39.9529913,-75.1922872,4.5,11,1,"Restaurants, American (New), Pizza, Italian"
"Mango Mango Dessert","6830 Bustleton Ave","Philadelphia","PA","19149",40.0413892,-75.0650277,4.5,18,1,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Juice Bars & Smoothies, Food"
"Mom's Seafood","2312 N 29th St","Philadelphia","PA","19132",39.9914019,-75.1800551,4,5,1,"Food, Seafood Markets, Restaurants, Specialty Food, Seafood"
"Sunrise 2 Authentic Thai Food","250 E Girard Ave","Philadelphia","PA","19125",39.9694197,-75.1320426,4.5,10,1,"Restaurants, Thai"
"16th Street Seafood","1542 Tasker St","Philadelphia","PA","19145",39.9307459,-75.1715522,4,7,1,"Local Flavor, Restaurants, Specialty Food, Seafood Markets, Food, Seafood"
"Potato Corner","1001 Market St, Ste K07","Philadelphia","PA","19107",39.9521727155,-75.1555366884,4,6,1,"Food, Food Stands, Chicken Wings, Restaurants, Fast Food, Specialty Food"
"Main Street Snack Store","4239 Main St","Philadelphia","PA","19127",40.024495,-75.220937,4,6,1,"Grocery, Convenience Stores, Food, International Grocery, Imported Food, Candy Stores, Specialty Food"
"The Fresh Market","8208-18 Germantown Ave","Philadelphia","PA","19118",40.073447,-75.203065,3.5,38,1,"Grocery, Specialty Food, Food"
"Bistro La Baia","1700 Lombard St","Philadelphia","PA","19146",39.945162,-75.1702591,3.5,225,1,"Italian, Restaurants"
"Heart and Soul Bakery","201 S 25th St","Philadelphia","PA","19103",39.9500718,-75.1808116734,5,8,1,"Desserts, Bakeries, Food, Cupcakes"
"Vetri Cucina","1312 Spruce St","Philadelphia","PA","19107",39.9466441,-75.1631867,4.5,489,1,"Italian, Cuban, Restaurants"
"Crime & Punishment Brewing","2711 W Girard Ave","Philadelphia","PA","19130",39.9744581,-75.1808263,4.5,178,1,"Nightlife, Bars, Food, Breweries"
"The Foodery","837 N 2nd St","Philadelphia","PA","19123",39.9639423223,-75.1405212045,4,156,1,"Nightlife, Food, Delis, Bars, Beer, Wine & Spirits, Restaurants"
"7-Eleven","1084 Delaware Ave","Philadelphia","PA","19125",39.9658989991,-75.1324717902,3.5,7,1,"Propane, Food, Coffee & Tea, Local Services, Convenience Stores"
"Poke Burri","255 S  10th St","Philadelphia","PA","19107",39.9467455,-75.1575593,4.5,53,1,"Restaurants, Japanese"
"Jade Palace","1714 S 5th St","Philadelphia","PA","19148",39.9268645,-75.1542417,5,6,1,"Restaurants, Chinese"
"Rock N' Rolls Egg Rolls","1308 W Girard Ave","Philadelphia","PA","19123",39.9705409,-75.1577989,4,19,1,"Fast Food, Food Delivery Services, Desserts, American (New), Food Trucks, Restaurants, Chinese, Pizza, Food, Cheesesteaks"
"Don Panchito Mexican Grill","3180 Grant Ave","Philadelphia","PA","19114",40.0693548,-75.0084942,4,82,1,"Halal, Restaurants, Mexican, Steakhouses"
"Kumo Hibachi Sushi","17 S 43rd St","Philadelphia","PA","19104",39.9571569052,-75.208009522,3.5,39,1,"Restaurants, Food Delivery Services, Food, Sushi Bars"
"Ben & Jerry’s","218 S 40th St","Philadelphia","PA","19104",39.9535368,-75.2029584,3.5,37,1,"Ice Cream & Frozen Yogurt, Caterers, Event Planning & Services, Custom Cakes, Food, Desserts"
"Tokai Sushi Hibachi Steakhouses","1699 Grant Ave","Philadelphia","PA","19115",40.0865991051,-75.0379489,4,209,1,"Asian Fusion, Sushi Bars, Japanese, Steakhouses, Restaurants"
"Polka Deli Inc","2719 E Allegheny Ave","Philadelphia","PA","19134",39.9837685,-75.1017843,5,9,1,"Delis, Restaurants, Sandwiches"
"Hale & True","613 S 7th St","Philadelphia","PA","19147",39.9416368379,-75.1538993418,4.5,60,1,"Cideries, Food, Bars, Beer, Wine & Spirits, Nightlife, Beer Bar, Kombucha, Cocktail Bars"
"Mexican Grill Stand","1736 N 13th St","Philadelphia","PA","19122",39.979529,-75.155748,4.5,8,1,"Mexican, Restaurants, Street Vendors, Food, Food Trucks"
"Bread & Butter Philly - Breakfast Junction","1517 E Wadsworth Ave","Philadelphia","PA","19150",40.0797906,-75.1736235982,4.5,22,1,"Food, American (Traditional), Breakfast & Brunch, Juice Bars & Smoothies, Restaurants"
"Crazy Sushi","1837 Chestnut St","Philadelphia","PA","19103",39.952045,-75.17167,4,550,1,"Restaurants, Japanese, Sushi Bars"
"The Freshworks of Port Richmond","2634 Belgrade St","Philadelphia","PA","19125",39.97961,-75.117647,4.5,66,1,"Delis, Salad, Cheesesteaks, Wraps, Restaurants, Sandwiches"
